titulo;precio;ano;kilometraje;cilindrada;url;precio_num;cilindrada_cc;km;rango_cc;rango_km
2023 CFMOTO 650 MT;$3.800.000;2023.0;19500.0;650.0;https://www.chilemotos.com/moto/64985/;3800000.0;650.0;19500.0;501-1000cc;10k-30k
KTM 390 Duke;$5.000.000;2023.0;156.0;399.0;https://www.chilemotos.com/moto/64961/;5000000.0;399.0;156.0;201-500cc;0-10k
Se vende moto Yamaha R3 año 2024;$5.000.000;2024.0;4800.0;320.0;https://www.chilemotos.com/moto/64957/;5000000.0;320.0;4800.0;201-500cc;0-10k
Moto binelli trk 251;$2.980.000;2021.0;16700.0;250.0;https://www.chilemotos.com/moto/64912/;2980000.0;250.0;16700.0;201-500cc;10k-30k
SCOOTER KYMCO;$2.000.000;2020.0;11000.0;300.0;https://www.chilemotos.com/moto/64873/;2000000.0;300.0;11000.0;201-500cc;10k-30k
BMW F900 R 2025;$14.000.000;2025.0;890.0;900.0;https://www.chilemotos.com/moto/64861/;14000000.0;900.0;890.0;501-1000cc;0-10k
BMW F800GS 2016 Impecable Precio conversable;$8.000.000;2016.0;57.0;800.0;https://www.chilemotos.com/moto/64813/;8000000.0;800.0;57.0;501-1000cc;0-10k
BMW 1200 GS;$9.000.000;2014.0;97800.0;1.2;https://www.chilemotos.com/moto/64781/;9000000.0;1200.0;97800.0;1000cc+;50k+
Moto con Sidecar;$13.490.000;2024.0;16000.0;700.0;https://www.chilemotos.com/moto/64620/;13490000.0;700.0;16000.0;501-1000cc;10k-30k
Oportunidad;$2.850.000;2023.0;18000.0;250.0;https://www.chilemotos.com/moto/64744/;2850000.0;250.0;18000.0;201-500cc;10k-30k
Kawasaky Versys;$4.380.000;2021.0;36600.0;300.0;https://www.chilemotos.com/moto/64685/;4380000.0;300.0;36600.0;201-500cc;30k-50k
SUZUKI INAZUMA GW250;$1.800.000;2014.0;63865.0;250.0;https://www.chilemotos.com/moto/64671/;1800000.0;250.0;63865.0;201-500cc;50k+
VENDO KAWASAKI NINJA 400 2022 AL DIA SIN CAIDAS VIÑA DEL MAR;$5.000.000;2022.0;0.0;400.0;https://www.chilemotos.com/moto/64657/;5000000.0;400.0;0.0;201-500cc;
pulsar ns 200;$1.600.000;2021.0;20750.0;200.0;https://www.chilemotos.com/moto/64652/;1600000.0;200.0;20750.0;0-200cc;10k-30k
Venta Moto BMW F900r;$8.000.000;2021.0;15000.0;900.0;https://www.chilemotos.com/moto/64521/;8000000.0;900.0;15000.0;501-1000cc;10k-30k
BMW F700 GS (798cc);$7.000.000;2016.0;51853.0;798.0;https://www.chilemotos.com/moto/64496/;7000000.0;798.0;51853.0;501-1000cc;50k+
Vendo moto Yamaha MT 300;$2.590.000;2018.0;55000.0;300.0;https://www.chilemotos.com/moto/64478/;2590000.0;300.0;55000.0;201-500cc;50k+
Ktm 1290 R Super Adventure;$16.500.000;2022.0;35900.0;1.301;https://www.chilemotos.com/moto/64474/;16500000.0;1301.0;35900.0;1000cc+;30k-50k
SE VENDE Suzuki vstrom DL650 AL;$5.200.000;2012.0;54932.0;650.0;https://www.chilemotos.com/moto/64297/;5200000.0;650.0;54932.0;501-1000cc;50k+
Moto Papeles al Dia;$2.500.000;2022.0;12000.0;350.0;https://www.chilemotos.com/moto/64241/;2500000.0;350.0;12000.0;201-500cc;10k-30k
VENDO MI MOTO;$6.000.000;2014.0;44580.0;789.0;https://www.chilemotos.com/moto/64232/;6000000.0;789.0;44580.0;501-1000cc;30k-50k
Moto rc200;$2.800.000;2024.0;7500.0;200.0;https://www.chilemotos.com/moto/64216/;2800000.0;200.0;7500.0;0-200cc;0-10k
Aprilia;$6.100.000;2009.0;11000.0;1.0;https://www.chilemotos.com/moto/64204/;6100000.0;1000.0;11000.0;501-1000cc;10k-30k
CF MOTO TRG 650;$6.300.000;2021.0;0.0;649.0;https://www.chilemotos.com/moto/64194/;6300000.0;649.0;0.0;501-1000cc;
KTM 890 Adventure;$14.500.000;2024.0;6899.0;896.0;https://www.chilemotos.com/moto/64187/;14500000.0;896.0;6899.0;501-1000cc;0-10k
VENDO MOTO VESPA IMPECABLE;$2.600.000;2022.0;2400.0;150.0;https://www.chilemotos.com/moto/64182/;2600000.0;150.0;2400.0;0-200cc;0-10k
Se Vende Moto KTM duke 200 NG;$2.850.000;2022.0;1272.0;200.0;https://www.chilemotos.com/moto/64152/;2850000.0;200.0;1272.0;0-200cc;0-10k
Moto casi nueva;$1.300.000;2020.0;1300.0;150.0;https://www.chilemotos.com/moto/64123/;1300000.0;150.0;1300.0;0-200cc;0-10k
MT03;$2.500.000;2018.0;67700.0;300.0;https://www.chilemotos.com/moto/64069/;2500000.0;300.0;67700.0;201-500cc;50k+
Royal Enfield Interceptor 650 Chrome;$4.300.000;2019.0;4807.0;650.0;https://www.chilemotos.com/moto/64034/;4300000.0;650.0;4807.0;501-1000cc;0-10k
Honda NC750X;$7.800.000;2023.0;11200.0;750.0;https://www.chilemotos.com/moto/63997/;7800000.0;750.0;11200.0;501-1000cc;10k-30k
Moto Scooter Honda Dio 2022;$1.000.000;2022.0;33700.0;125.0;https://www.chilemotos.com/moto/63986/;1000000.0;125.0;33700.0;0-200cc;30k-50k
YAMAHA MT03;$2.750.000;2018.0;50000.0;320.0;https://www.chilemotos.com/moto/63962/;2750000.0;320.0;50000.0;201-500cc;30k-50k
Vendo Suzuki Gixxer 250 versión aniversario;$3.750.000;2025.0;100.0;250.0;https://www.chilemotos.com/moto/63941/;3750000.0;250.0;100.0;201-500cc;0-10k
Moto Royal Enfield Metero 350 – Stellar black;$2.600.000;2022.0;5300.0;348.0;https://www.chilemotos.com/moto/63893/;2600000.0;348.0;5300.0;201-500cc;0-10k
Moto husqvarna 2021;$2.200.000;2021.0;27875.0;250.0;https://www.chilemotos.com/moto/63882/;2200000.0;250.0;27875.0;201-500cc;10k-30k
Honda XRE 300 ADVENTURE 2022;$3.350.000;2022.0;3650.0;300.0;https://www.chilemotos.com/moto/63854/;3350000.0;300.0;3650.0;201-500cc;0-10k
Excelente moto pocas en color Rojo;$3.900.000;2021.0;24000.0;310.0;https://www.chilemotos.com/moto/63597/;3900000.0;310.0;24000.0;201-500cc;10k-30k
Venta de moto casi nueva;$1.800.000;2022.0;300.0;200.0;https://www.chilemotos.com/moto/63719/;1800000.0;200.0;300.0;0-200cc;0-10k
Honda CB Twister 125, año 2022, 4000 klm, papeles al dia;$1.100.000;2022.0;4000.0;125.0;https://www.chilemotos.com/moto/63537/;1100000.0;125.0;4000.0;0-200cc;0-10k
Suzuki Vstrom 250 exelente estado;$2.500.000;2019.0;26650.0;250.0;https://www.chilemotos.com/moto/63529/;2500000.0;250.0;26650.0;201-500cc;10k-30k
BMW 850 GS II…. PRECIO ESPECIAL HASTA DICIEMBRE 2025 NEGOCIABLE;$13.000.000;2024.0;4400.0;853.0;https://www.chilemotos.com/moto/63515/;13000000.0;853.0;4400.0;501-1000cc;0-10k
Honda poco uso;$1.900.000;2024.0;561.0;150.0;https://www.chilemotos.com/moto/63509/;1900000.0;150.0;561.0;0-200cc;0-10k
Thiumph tiger 800 XCA top de linea;$9.500.000;2020.0;28000.0;800.0;https://www.chilemotos.com/moto/63499/;9500000.0;800.0;28000.0;501-1000cc;10k-30k
YAMAHA FZ150 AÑO 2023 – ¡IMPECABLE!AMAHA FZ150 AÑO 2023 – ¡IMPECABLE!;$1.650.000;2023.0;16000.0;150.0;https://www.chilemotos.com/moto/63474/;1650000.0;150.0;16000.0;0-200cc;10k-30k
CF 300sr;$2.700.000;2023.0;28800.0;300.0;https://www.chilemotos.com/moto/63459/;2700000.0;300.0;28800.0;201-500cc;10k-30k
BMW GS 1250 2023;$20.980.000;2023.0;21599.0;1.25;https://www.chilemotos.com/moto/63436/;20980000.0;1250.0;21599.0;1000cc+;10k-30k
Moto Yamaha NMAX 155;$2.300.000;2020.0;4490.0;155.0;https://www.chilemotos.com/moto/63399/;2300000.0;155.0;4490.0;0-200cc;0-10k
MOTO HONDA CRF250L;$2.500.000;2020.0;60000.0;250.0;https://www.chilemotos.com/moto/63386/;2500000.0;250.0;60000.0;201-500cc;50k+
Suzuki GSX-R 600 | 2017;$10.200.000;2017.0;6000.0;600.0;https://www.chilemotos.com/moto/63377/;10200000.0;600.0;6000.0;501-1000cc;0-10k
Vendo;$1.550.000;2021.0;8000.0;150.0;https://www.chilemotos.com/moto/63369/;1550000.0;150.0;8000.0;0-200cc;0-10k
Motocicleta Austríaca Cuidado Extremo;$7.800.000;2021.0;57983.0;799.0;https://www.chilemotos.com/moto/63360/;7800000.0;799.0;57983.0;501-1000cc;50k+
🏍️Suzuki GSX250FI 2024- 1125 km;$3.800.000;2024.0;1125.0;250.0;https://www.chilemotos.com/moto/63326/;3800000.0;250.0;1125.0;201-500cc;0-10k
🚨 SE VENDE MOTO INDIAN SCOUT 2023 – UNA JOYA SOBRE RUEDAS 🏍️💨;$13.700.000;2023.0;8000.0;1.2;https://www.chilemotos.com/moto/63321/;13700000.0;1200.0;8000.0;1000cc+;0-10k
Benelli Leoncino 250 año 2021;$2.850.000;2021.0;2400.0;250.0;https://www.chilemotos.com/moto/63117/;2850000.0;250.0;2400.0;201-500cc;0-10k
Vendo Honda CB 190RI REPSOL;$1.500.000;2019.0;14210.0;190.0;https://www.chilemotos.com/moto/63078/;1500000.0;190.0;14210.0;0-200cc;10k-30k
Corsa RZ335 con abs;$3.000.000;2023.0;21000.0;335.0;https://www.chilemotos.com/moto/63028/;3000000.0;335.0;21000.0;201-500cc;10k-30k
CFMOTO 650GT, impecable.;$3.800.000;2023.0;18.0;650.0;https://www.chilemotos.com/moto/62956/;3800000.0;650.0;18.0;501-1000cc;0-10k
Vendo Moto fzN 150, calienta puños, dispositivo par carga de celulares, excelente estado llegar y trasferir + 2 cascos;$1.300.000;2020.0;32473.0;150.0;https://www.chilemotos.com/moto/62935/;1300000.0;150.0;32473.0;0-200cc;30k-50k
Yamaha Nmax poco uso;$3.200.000;2024.0;970.0;155.0;https://www.chilemotos.com/moto/62851/;3200000.0;155.0;970.0;0-200cc;0-10k
Moto Zontes X310;$2.000.000;2021.0;45000.0;312.0;https://www.chilemotos.com/moto/62795/;2000000.0;312.0;45000.0;201-500cc;30k-50k
Gsx-r 150;$1.950.000;2022.0;60000.0;150.0;https://www.chilemotos.com/moto/62765/;1950000.0;150.0;60000.0;0-200cc;50k+
MOTO BMW G 310 Gs 2022;$5.000.000;2022.0;769.0;310.0;https://www.chilemotos.com/moto/62750/;5000000.0;310.0;769.0;201-500cc;0-10k
Moto Aprilia Shiver;$4.800.000;2014.0;19500.0;750.0;https://www.chilemotos.com/moto/62703/;4800000.0;750.0;19500.0;501-1000cc;10k-30k
Vendo Dominar 400 adventure;$3.400.000;2024.0;7000.0;400.0;https://www.chilemotos.com/moto/62686/;3400000.0;400.0;7000.0;201-500cc;0-10k
vendo Cb1000r;$8.500.000;2022.0;37129.0;998.0;https://www.chilemotos.com/moto/62535/;8500000.0;998.0;37129.0;501-1000cc;30k-50k
VENDO MOTO KTM 500;$3.100.000;2014.0;100.0;500.0;https://www.chilemotos.com/moto/62530/;3100000.0;500.0;100.0;201-500cc;0-10k
Moto Germania Paine 125cc;$1.250.000;2022.0;5349.0;124.0;https://www.chilemotos.com/moto/62522/;1250000.0;124.0;5349.0;0-200cc;0-10k
Benelli Leoncino 250 – Año 2021;$2.900.000;2021.0;4225.0;250.0;https://www.chilemotos.com/moto/62504/;2900000.0;250.0;4225.0;201-500cc;0-10k
Pulsar ns200 2014 a la venta;$1.000.000;2014.0;13340.0;200.0;https://www.chilemotos.com/moto/62488/;1000000.0;200.0;13340.0;0-200cc;10k-30k
Voge 650 dsx;$4.650;2023.0;4000.0;650.0;https://www.chilemotos.com/moto/62449/;4650000.0;650.0;4000.0;501-1000cc;0-10k
Por traslado Vendo mi Confiable Honda Cb250 Twister;$2.700.000;2023.0;16500.0;249.0;https://www.chilemotos.com/moto/62437/;2700000.0;249.0;16500.0;201-500cc;10k-30k
Moto Harley Davidson excelente estado;$6.300.000;2006.0;100000.0;1.449;https://www.chilemotos.com/moto/62393/;6300000.0;1449.0;100000.0;1000cc+;50k+
Vendo Yamaha R6;$8.500.000;2015.0;44000.0;600.0;https://www.chilemotos.com/moto/62376/;8500000.0;600.0;44000.0;501-1000cc;30k-50k
moto Honda Nc750 x;$7.900.000;2024.0;1200.0;750.0;https://www.chilemotos.com/moto/62350/;7900000.0;750.0;1200.0;501-1000cc;0-10k
Vendo moto;$1.290.000;2023.0;176.0;150.0;https://www.chilemotos.com/moto/62351/;1290000.0;150.0;176.0;0-200cc;0-10k
Se vende por renovación;$4.500.000;2017.0;47232.0;500.0;https://www.chilemotos.com/moto/62334/;4500000.0;500.0;47232.0;201-500cc;30k-50k
2019 Harley-Davidson Road King;$6.800.000;2019.0;20460.0;1.75;https://www.chilemotos.com/moto/62317/;6800000.0;1750.0;20460.0;1000cc+;10k-30k
TVS 310 Apache;$3.300.000;2023.0;2000.0;310.0;https://www.chilemotos.com/moto/62300/;3300000.0;310.0;2000.0;201-500cc;0-10k
KTM duke 200 (2023);$2.000.000;2023.0;4092.0;200.0;https://www.chilemotos.com/moto/62270/;2000000.0;200.0;4092.0;0-200cc;0-10k
Vendo moto marca keeway modificada tipo custom;$1.600.000;2012.0;22.0;200.0;https://www.chilemotos.com/moto/62248/;1600000.0;200.0;22.0;0-200cc;0-10k
2019 BMW R-Series;$5.599.999;2019.0;1283.0;1.25;https://www.chilemotos.com/moto/62214/;5599999.0;1250.0;1283.0;1000cc+;0-10k
2018 Kawasaki Vulcan 1700;$3.500.000;2018.0;663.0;1.7;https://www.chilemotos.com/moto/62210/;3500000.0;1700.0;663.0;1000cc+;0-10k
Moto excelentes condiciones;$1.900.000;2023.0;9000.0;153.0;https://www.chilemotos.com/moto/62174/;1900000.0;153.0;9000.0;0-200cc;0-10k
BMW R310 casi NUEVA 23’ y 203km;$4.499.000;2023.0;203.0;310.0;https://www.chilemotos.com/moto/62119/;4499000.0;310.0;203.0;201-500cc;0-10k
HUSQVARNA SVARPILEN 250CC;$2.490.000;2022.0;11500.0;249.0;https://www.chilemotos.com/moto/61990/;2490000.0;249.0;11500.0;201-500cc;10k-30k
Excelente estado, único dueño;$3.100.000;2018.0;55600.0;500.0;https://www.chilemotos.com/moto/61937/;3100000.0;500.0;55600.0;201-500cc;50k+
Euromot Vintage Cafe 150 después de un choque;$500.000;2022.0;5000.0;150.0;https://www.chilemotos.com/moto/61914/;500000.0;150.0;5000.0;0-200cc;0-10k
Venta moto;$3.500.000;2025.0;50.0;300.0;https://www.chilemotos.com/moto/61845/;3500000.0;300.0;50.0;201-500cc;0-10k
BMW G310R;$3.800.000;2021.0;10100.0;313.0;https://www.chilemotos.com/moto/61814/;3800000.0;313.0;10100.0;201-500cc;10k-30k
MOTO BMW F750 GS II;$9.850.000;2021.0;14500.0;853.0;https://www.chilemotos.com/moto/61795/;9850000.0;853.0;14500.0;501-1000cc;10k-30k
Royal Enfield Meteor 350 con Chaqueta, 2 casos y protecciones;$3.000.000;2023.0;12000.0;350.0;https://www.chilemotos.com/moto/61696/;3000000.0;350.0;12000.0;201-500cc;10k-30k
KTM 390 ADVENTURE;$3.700.000;2020.0;31969.0;400.0;https://www.chilemotos.com/moto/61689/;3700000.0;400.0;31969.0;201-500cc;30k-50k
Royal Enfield continental GT 650 2019;$3.800.000;2019.0;6500.0;650.0;https://www.chilemotos.com/moto/61671/;3800000.0;650.0;6500.0;501-1000cc;0-10k
Vendo mi moto!!!;$2.700.000;2024.0;1775.0;250.0;https://www.chilemotos.com/moto/61632/;2700000.0;250.0;1775.0;201-500cc;0-10k
Se vende Moto Yamaha FZX 150 Cc;$2.200.000;2024.0;7687.0;150.0;https://www.chilemotos.com/moto/61557/;2200000.0;150.0;7687.0;0-200cc;0-10k
Se vende Moto Zontes 350E;$4.000.000;2025.0;120.0;350.0;https://www.chilemotos.com/moto/61561/;4000000.0;350.0;120.0;201-500cc;0-10k
Vendo impecable Honda XR 150 2022 – Muchos extras – 25.800mil km;$1.450.000;2022.0;25800.0;150.0;https://www.chilemotos.com/moto/61551/;1450000.0;150.0;25800.0;0-200cc;10k-30k
BMW G310 R;$4.400.000;2024.0;3450.0;310.0;https://www.chilemotos.com/moto/61545/;4400000.0;310.0;3450.0;201-500cc;0-10k
Ducati SCRAMBLER Icon Dark 2021;$8.500.000;2021.0;14360.0;800.0;https://www.chilemotos.com/moto/61520/;8500000.0;800.0;14360.0;501-1000cc;10k-30k
Venta monto Keeway Superlight;$1.300.000;2021.0;35000.0;200.0;https://www.chilemotos.com/moto/61522/;1300000.0;200.0;35000.0;0-200cc;30k-50k
VOGE 250RR 2024;$3.100.000;2024.0;2000.0;230.0;https://www.chilemotos.com/moto/61473/;3100000.0;230.0;2000.0;201-500cc;0-10k
YAMAHA WR 2021;$5.200.000;2021.0;1470.0;250.0;https://www.chilemotos.com/moto/61447/;5200000.0;250.0;1470.0;201-500cc;0-10k
NK250 2025;$2.600.000;2025.0;6000.0;250.0;https://www.chilemotos.com/moto/61428/;2600000.0;250.0;6000.0;201-500cc;0-10k
Vendo moto;$2.750.000;2024.0;17.0;250.0;https://www.chilemotos.com/moto/61374/;2750000.0;250.0;17.0;201-500cc;0-10k
Moto Bajaj Dominar 400 2023 único dueño lista para firmar;$3.000.000;2023.0;25000.0;400.0;https://www.chilemotos.com/moto/61342/;3000000.0;400.0;25000.0;201-500cc;10k-30k
Moto Yamaha FZ S Oportunidad;$2.100.000;2023.0;15.0;150.0;https://www.chilemotos.com/moto/61336/;2100000.0;150.0;15.0;0-200cc;0-10k
Harley Davidson;$18.000.000;2009.0;50000.0;1.65;https://www.chilemotos.com/moto/61302/;18000000.0;1650.0;50000.0;1000cc+;30k-50k
Kawasaki Z900 RS;$9.950.000;2021.0;8450.0;948.0;https://www.chilemotos.com/moto/61269/;9950000.0;948.0;8450.0;501-1000cc;0-10k
Ducati Multistrada 1200 S – con varios extras;$10.980.000;2016.0;39000.0;1.2;https://www.chilemotos.com/moto/61260/;10980000.0;1200.0;39000.0;1000cc+;30k-50k
Vendo Moto VSTROM 650;$4.500.000;2009.0;38550.0;650.0;https://www.chilemotos.com/moto/61232/;4500000.0;650.0;38550.0;501-1000cc;30k-50k
2020 BMW C 400 X;$7.890.000;2020.0;700.0;350.0;https://www.chilemotos.com/moto/61228/;7890000.0;350.0;700.0;201-500cc;0-10k
MOTO RX1;$1.800.000;2020.0;5600.0;200.0;https://www.chilemotos.com/moto/61223/;1800000.0;200.0;5600.0;0-200cc;0-10k
Aprilia SR160 – Impecable, solo 600 km!;$1.600.000;2023.0;600.0;160.0;https://www.chilemotos.com/moto/61198/;1600000.0;160.0;600.0;0-200cc;0-10k
Vendo moto Yamaha nmax 155;$2.750.000;2023.0;260.0;155.0;https://www.chilemotos.com/moto/61174/;2750000.0;155.0;260.0;0-200cc;0-10k
Muy buen estado, transferible papeles válidos hasta 2025;$1.600.000;2023.0;4511.0;125.0;https://www.chilemotos.com/moto/61126/;1600000.0;125.0;4511.0;0-200cc;0-10k
Moto BMW;$3.900.000;2021.0;17601.0;310.0;https://www.chilemotos.com/moto/61074/;3900000.0;310.0;17601.0;201-500cc;10k-30k
Oportunidad Vendo por viaje Moto nueva Yamaha TRACER 9 GT JULIO 2024 casi sin uso solo 720 km recorridos , Moto adquirida en julio 2024 y casi no se usó por temas de traslado;$12.990.000;2024.0;720.0;889.0;https://www.chilemotos.com/moto/61004/;12990000.0;889.0;720.0;501-1000cc;0-10k
KTM Duke 200 2015;$1.700.000;2015.0;36.0;200.0;https://www.chilemotos.com/moto/60998/;1700000.0;200.0;36.0;0-200cc;0-10k
OPORTUNIDAD!!! vendo KAWASAKI KXF 450;$1.800.000;2014.0;-1.0;450.0;https://www.chilemotos.com/moto/60971/;1800000.0;450.0;-1.0;201-500cc;
HONDA CRF450X año 2007 ESPECTACULAR;$2.899.997;2005.0;1000.0;450.0;https://www.chilemotos.com/moto/60868/;2899997.0;450.0;1000.0;201-500cc;0-10k
VENDO MI MOTO ROJA;$1.600.000;2022.0;5.0;200.0;https://www.chilemotos.com/moto/60936/;1600000.0;200.0;5.0;0-200cc;0-10k
VENDO MI MOTO;$2.400.000;2020.0;1000.0;250.0;https://www.chilemotos.com/moto/60931/;2400000.0;250.0;1000.0;201-500cc;0-10k
Gran oportunidad, moto Yamaha FZ S año 2023 realmente nueva muy poco km 4000, además con slider protección de caídas se vende por poco uso, mantenciones al día en la marca.;$2.300.000;2023.0;4002.0;150.0;https://www.chilemotos.com/moto/60863/;2300000.0;150.0;4002.0;0-200cc;0-10k
Vendo por no uso;$6.000.000;2021.0;15.0;499.0;https://www.chilemotos.com/moto/60845/;6000000.0;499.0;15.0;201-500cc;0-10k
Harley Davidson 2017 breakout;$21.000.000;2017.0;26500.0;1.69;https://www.chilemotos.com/moto/60829/;21000000.0;1690.0;26500.0;1000cc+;10k-30k
Tvs Raider 125cc 2024;$1.300.000;2024.0;515.0;125.0;https://www.chilemotos.com/moto/60781/;1300000.0;125.0;515.0;0-200cc;0-10k
Moto casi nueva a la venta única dueña;$1.750.000;2022.0;5000.0;200.0;https://www.chilemotos.com/moto/60769/;1750000.0;200.0;5000.0;0-200cc;0-10k
Yamaha fz 250;$2.550.000;2023.0;10.0;250.0;https://www.chilemotos.com/moto/60700/;2550000.0;250.0;10.0;201-500cc;0-10k
Moto scooter;$1.750.000;2023.0;5700.0;150.0;https://www.chilemotos.com/moto/58063/;1750000.0;150.0;5700.0;0-200cc;0-10k
Moto;$1.800.000;2022.0;1060.0;150.0;https://www.chilemotos.com/moto/60688/;1800000.0;150.0;1060.0;0-200cc;0-10k
Triumph Bonneville Bobber black nueva;$9.790.000;2020.0;4000.0;1.2;https://www.chilemotos.com/moto/60679/;9790000.0;1200.0;4000.0;1000cc+;0-10k
SUZUKI VSTROM 650 año 2018.;$6.800.000;2018.0;106000.0;650.0;https://www.chilemotos.com/moto/60675/;6800000.0;650.0;106000.0;501-1000cc;50k+
Vendo takasaki 250 tme enduro;$1.450.000;2021.0;8.0;250.0;https://www.chilemotos.com/moto/60654/;1450000.0;250.0;8.0;201-500cc;0-10k
Honda elite 125 cc 2021.;$1.000.000;2021.0;7000.0;125.0;https://www.chilemotos.com/moto/60645/;1000000.0;125.0;7000.0;0-200cc;0-10k
Moto Kawasaki Versys 650 año 2010;$4.700.000;2010.0;56000.0;650.0;https://www.chilemotos.com/moto/60635/;4700000.0;650.0;56000.0;501-1000cc;50k+
Vendo moto fz yamaha 150;$1.800.000;2023.0;8000.0;150.0;https://www.chilemotos.com/moto/57931/;1800000.0;150.0;8000.0;0-200cc;0-10k
vendo por apuro;$5.000.000;2013.0;89000.0;800.0;https://www.chilemotos.com/moto/57933/;5000000.0;800.0;89000.0;501-1000cc;50k+
CRF 150R;$2.600.000;2017.0;80.0;147.0;https://www.chilemotos.com/moto/57976/;2600000.0;147.0;80.0;0-200cc;0-10k
Moto teken 250 cc único dueño;$1.700.000;2017.0;40.0;250.0;https://www.chilemotos.com/moto/58009/;1700000.0;250.0;40.0;201-500cc;0-10k
Moto casi nueva gran oportunidad Husqvarna 250 svartpilen;$2.800.000;2021.0;4000.0;248.0;https://www.chilemotos.com/moto/58020/;2800000.0;248.0;4000.0;201-500cc;0-10k
Suzuki gz150 2015;$1.100.000;2015.0;23500.0;150.0;https://www.chilemotos.com/moto/57785/;1100000.0;150.0;23500.0;0-200cc;10k-30k
Venta moto XTZ150;$1.600.000;2022.0;28000.0;150.0;https://www.chilemotos.com/moto/57805/;1600000.0;150.0;28000.0;0-200cc;10k-30k
Ktm duke 250 año 2021;$2.300.000;2021.0;40000.0;250.0;https://www.chilemotos.com/moto/57815/;2300000.0;250.0;40000.0;201-500cc;30k-50k
TIGER GT LOW 900;$10.200;2022.0;11000.0;900.0;https://www.chilemotos.com/moto/57890/;10200000.0;900.0;11000.0;501-1000cc;10k-30k
2024 um renegade comando;$3.100.000;2024.0;44.0;300.0;https://www.chilemotos.com/moto/57918/;3100000.0;300.0;44.0;201-500cc;0-10k
triumph tiger 800 xc 2012;$5.000.000;2012.0;86500.0;800.0;https://www.chilemotos.com/moto/57929/;5000000.0;800.0;86500.0;501-1000cc;50k+
VESPA VXL150;$2.900.000;2019.0;6700.0;150.0;https://www.chilemotos.com/moto/57668/;2900000.0;150.0;6700.0;0-200cc;0-10k
MOTO CASI NUEVA;$12.500.000;2024.0;4070.0;800.0;https://www.chilemotos.com/moto/57679/;12500000.0;800.0;4070.0;501-1000cc;0-10k
BMW 650 GS 2014 4.500 KM;$4.500.000;2014.0;-24.0;650.0;https://www.chilemotos.com/moto/57696/;4500000.0;650.0;-24.0;501-1000cc;
Kayo tsd 110 cc;$1.090.000;2024.0;0.0;110.0;https://www.chilemotos.com/moto/57698/;1090000.0;110.0;0.0;0-200cc;
Moto scooter electrica;$600.000;2015.0;0.0;50.0;https://www.chilemotos.com/moto/57704/;600000.0;50.0;0.0;0-200cc;
Moto rx3;$2.100.000;2021.0;17000.0;250.0;https://www.chilemotos.com/moto/57739/;2100000.0;250.0;17000.0;201-500cc;10k-30k
Honda Shadow Spirit 750;$6.700.000;2006.0;41000.0;748.0;https://www.chilemotos.com/moto/57759/;6700000.0;748.0;41000.0;501-1000cc;30k-50k
Suzuki gz150 2015;$1.100.000;2015.0;23500.0;150.0;https://www.chilemotos.com/moto/57782/;1100000.0;150.0;23500.0;0-200cc;10k-30k
Honda Storm 125;$650.000;2013.0;0.0;125.0;https://www.chilemotos.com/moto/57590/;650000.0;125.0;0.0;0-200cc;
PULSAR RS 200;$2.600;2023.0;7200.0;200.0;https://www.chilemotos.com/moto/57432/;2600000.0;200.0;7200.0;0-200cc;0-10k
KLR 650 – 2013 – Excelente Estado;$3.250.000;2013.0;35000.0;650.0;https://www.chilemotos.com/moto/57445/;3250000.0;650.0;35000.0;501-1000cc;30k-50k
KTM 250 ADVENTURE ABS;$3.500.000;2023.0;5100.0;249.0;https://www.chilemotos.com/moto/57490/;3500000.0;249.0;5100.0;201-500cc;0-10k
triumph tiger 800 xc 2012;$5.000.000;2012.0;85200.0;800.0;https://www.chilemotos.com/moto/57499/;5000000.0;800.0;85200.0;501-1000cc;50k+
Excelente moto Enduro;$1.100.000;2022.0;19500.0;150.0;https://www.chilemotos.com/moto/57505/;1100000.0;150.0;19500.0;0-200cc;10k-30k
Excelente moto Enduro;$1.100.000;2022.0;19500.0;150.0;https://www.chilemotos.com/moto/57507/;1100000.0;150.0;19500.0;0-200cc;10k-30k
“Moto Corsa MG 500 2022 – Como Nueva, Top Case Incluido, Mantención Reciente”;$5.100.000;2022.0;505.0;500.0;https://www.chilemotos.com/moto/57520/;5100000.0;500.0;505.0;201-500cc;0-10k
Vendo moto italiana;$2.800.000;2019.0;1689.0;440.0;https://www.chilemotos.com/moto/57332/;2800000.0;440.0;1689.0;201-500cc;0-10k
Honda Cb500x 2023;$7.090.000;2023.0;7498.0;500.0;https://www.chilemotos.com/moto/57358/;7090000.0;500.0;7498.0;201-500cc;0-10k
HONDA XR 150 L;$1.700.000;2021.0;7000.0;150.0;https://www.chilemotos.com/moto/57380/;1700000.0;150.0;7000.0;0-200cc;0-10k
Vendo moto Honda 250 cc;$3.100.000;2024.0;110.0;250.0;https://www.chilemotos.com/moto/57389/;3100000.0;250.0;110.0;201-500cc;0-10k
Elite FI Honda 2021 scooter 125;$1.400.000;2021.0;8900.0;125.0;https://www.chilemotos.com/moto/57396/;1400000.0;125.0;8900.0;0-200cc;0-10k
BMW FS 750 GS 1 NEW 2024;$10.500.000;2024.0;1000.0;850.0;https://www.chilemotos.com/moto/57404/;10500000.0;850.0;1000.0;501-1000cc;0-10k
