titulo;precio;ano;kilometraje;cilindrada;url;precio_num;cilindrada_cc;km;rango_cc;rango_km
Euromoto Vintage Cafe 150 cc;$1.000.000;2022.0;1800.0;150.0;https://www.chilemotos.com/moto/52597/;1000000.0;150.0;1800.0;0-200cc;0-10k
Moto scooter;$1.200.000;2023.0;10.0;149.0;https://www.chilemotos.com/moto/52601/;1200000.0;149.0;10.0;0-200cc;0-10k
Se vende moto Yamaha fzx;$2.100.000;2023.0;1300.0;1.5;https://www.chilemotos.com/moto/52622/;2100000.0;1500.0;1300.0;1000cc+;0-10k
SE VENDE MOTO SEMI NUEVA POR APURO;$2.300.000;2023.0;5600.0;250.0;https://www.chilemotos.com/moto/52425/;2300000.0;250.0;5600.0;201-500cc;0-10k
honda Cb 300 R;$3.300.000;2019.0;33612.0;300.0;https://www.chilemotos.com/moto/52428/;3300000.0;300.0;33612.0;201-500cc;30k-50k
Kawasaki vulcan classic 900;$10.500.000;2022.0;180.0;900.0;https://www.chilemotos.com/moto/52450/;10500000.0;900.0;180.0;501-1000cc;0-10k
Vendo moto por viaje;$4.500.000;2023.0;3200.0;650.0;https://www.chilemotos.com/moto/52497/;4500000.0;650.0;3200.0;501-1000cc;0-10k
Oportunidad único dueño;$4.500.000;2023.0;3200.0;650.0;https://www.chilemotos.com/moto/52500/;4500000.0;650.0;3200.0;501-1000cc;0-10k
Se vende moto, por no uso;$1.200.000;2023.0;56.0;150.0;https://www.chilemotos.com/moto/52527/;1200000.0;150.0;56.0;0-200cc;0-10k
UM Renegade 200 Limited;$1.200.000;2014.0;195000.0;200.0;https://www.chilemotos.com/moto/52288/;1200000.0;200.0;195000.0;0-200cc;50k+
Vendo hermosa fjr1300;$9.000.000;2011.0;86000.0;1.3;https://www.chilemotos.com/moto/52310/;9000000.0;1300.0;86000.0;1000cc+;50k+
Honda Cbr250 en venta por apuro;$1.200.000;2014.0;37000.0;250.0;https://www.chilemotos.com/moto/52328/;1200000.0;250.0;37000.0;201-500cc;30k-50k
Vendo Moto;$2.600.000;2021.0;5000.0;350.0;https://www.chilemotos.com/moto/52347/;2600000.0;350.0;5000.0;201-500cc;0-10k
Moto Honda XR190L, año 2022;$2.350.000;2022.0;1837.0;190.0;https://www.chilemotos.com/moto/52373/;2350000.0;190.0;1837.0;0-200cc;0-10k
KTM ADVENTURE 390 2024;$6.000.000;2023.0;5000.0;373.0;https://www.chilemotos.com/moto/52399/;6000000.0;373.0;5000.0;201-500cc;0-10k
Moto Zongshen RX3S 400;$3.450.000;2021.0;3600.0;400.0;https://www.chilemotos.com/moto/52409/;3450000.0;400.0;3600.0;201-500cc;0-10k
vendo moto;$1.700.000;2021.0;13991.0;200.0;https://www.chilemotos.com/moto/52170/;1700000.0;200.0;13991.0;0-200cc;10k-30k
ZONGSHEN ZSR 150;$700.000;2018.0;29000.0;150.0;https://www.chilemotos.com/moto/52173/;700000.0;150.0;29000.0;0-200cc;10k-30k
Zontes ZT155-G1 2022;$2.400.000;2021.0;20800.0;155.0;https://www.chilemotos.com/moto/52194/;2400000.0;155.0;20800.0;0-200cc;10k-30k
ZONGSHEN ZSR 150;$650.000;2018.0;29000.0;150.0;https://www.chilemotos.com/moto/52242/;650000.0;150.0;29000.0;0-200cc;10k-30k
Moto usada;$560;2019.0;273.0;125.0;https://www.chilemotos.com/moto/52251/;560000.0;125.0;273.0;0-200cc;0-10k
Vendo mi Moto por upgrade 🙂;$6.500.000;2020.0;19981.0;500.0;https://www.chilemotos.com/moto/52075/;6500000.0;500.0;19981.0;201-500cc;10k-30k
Vendo Moto Suzuki Gixxer Fi 150;$2.000.000;2022.0;1849.0;150.0;https://www.chilemotos.com/moto/52114/;2000000.0;150.0;1849.0;0-200cc;0-10k
Vendo Moto Aprilia modelo Pegaso 650cc;$3.990.000;2009.0;27000.0;650.0;https://www.chilemotos.com/moto/52125/;3990000.0;650.0;27000.0;501-1000cc;10k-30k
Yamaha 250 fx;$4.000.000;2016.0;100.0;250.0;https://www.chilemotos.com/moto/51961/;4000000.0;250.0;100.0;201-500cc;0-10k
África Twin;$5.200.000;2001.0;102000.0;750.0;https://www.chilemotos.com/moto/51968/;5200000.0;750.0;102000.0;501-1000cc;50k+
Moto Houje KA 150cc;$1.163.999;2021.0;59000.0;150.0;https://www.chilemotos.com/moto/51974/;1163999.0;150.0;59000.0;0-200cc;50k+
Yamaha FZ 250 2018;$1.390.000;2018.0;27500.0;250.0;https://www.chilemotos.com/moto/51999/;1390000.0;250.0;27500.0;201-500cc;10k-30k
Honda xr150l año 2022;$1.600.000;2022.0;56000.0;150.0;https://www.chilemotos.com/moto/52010/;1600000.0;150.0;56000.0;0-200cc;50k+
HARLEY-DAVIDSON 2022 Street bob 114;$19.000.000;2022.0;1900.0;1.868;https://www.chilemotos.com/moto/52028/;19000000.0;1868.0;1900.0;1000cc+;0-10k
Moto Yamaha roja FZ con alforjas y cascos;$1.500.000;2016.0;5000.0;150.0;https://www.chilemotos.com/moto/52046/;1500000.0;150.0;5000.0;0-200cc;0-10k
honda xr;$1.000.000;2023.0;26800.0;125.0;https://www.chilemotos.com/moto/51779/;1000000.0;125.0;26800.0;0-200cc;10k-30k
Harley-davidson;$8.250.000;2010.0;26919.0;900.0;https://www.chilemotos.com/moto/51818/;8250000.0;900.0;26919.0;501-1000cc;10k-30k
Se vende moto;$2.800.000;2023.0;12000.0;310.0;https://www.chilemotos.com/moto/51826/;2800000.0;310.0;12000.0;201-500cc;10k-30k
YZ 125 AÑO 2023;$6.000.000;2023.0;0.0;125.0;https://www.chilemotos.com/moto/51849/;6000000.0;125.0;0.0;0-200cc;
suzuki gz150;$1.400.000;2020.0;16000.0;149.0;https://www.chilemotos.com/moto/51864/;1400000.0;149.0;16000.0;0-200cc;10k-30k
Moto Casi Nueva;$1.249.999;2022.0;8.0;150.0;https://www.chilemotos.com/moto/51766/;1249999.0;150.0;8.0;0-200cc;0-10k
venta moto honda CB500X;$5.500.000;2015.0;17000.0;500.0;https://www.chilemotos.com/moto/51772/;5500000.0;500.0;17000.0;201-500cc;10k-30k
Voge rally 300;$2.850.000;2022.0;5000.0;300.0;https://www.chilemotos.com/moto/51742/;2850000.0;300.0;5000.0;201-500cc;0-10k
TRIUMPH STREET TRIPLE 675;$4.800.000;2015.0;57000.0;675.0;https://www.chilemotos.com/moto/51705/;4800000.0;675.0;57000.0;501-1000cc;50k+
Dominar Adventure 400cc;$3.250.000;2023.0;4500.0;400.0;https://www.chilemotos.com/moto/51691/;3250000.0;400.0;4500.0;201-500cc;0-10k
Vendo moto;$750;2023.0;6000.0;150.0;https://www.chilemotos.com/moto/51684/;750000.0;150.0;6000.0;0-200cc;0-10k
KTM Adventure 390 abs;$4.800.000;2021.0;6884.0;373.0;https://www.chilemotos.com/moto/51667/;4800000.0;373.0;6884.0;201-500cc;0-10k
Moto BMW k 1600 GTL;$9.500.000;2011.0;45.0;1.6;https://www.chilemotos.com/moto/51634/;9500000.0;1600.0;45.0;1000cc+;0-10k
Benelli 302s, año 2023;$4.000.000;2023.0;3800.0;302.0;https://www.chilemotos.com/moto/51490/;4000000.0;302.0;3800.0;201-500cc;0-10k
Aprilia etx 150cc 2018;$800.000;2018.0;40000.0;150.0;https://www.chilemotos.com/moto/50541/;800000.0;150.0;40000.0;0-200cc;30k-50k
Benelli 752 S;$5.999.999;2022.0;7997.0;750.0;https://www.chilemotos.com/moto/50548/;5999999.0;750.0;7997.0;501-1000cc;0-10k
KTM RC200 ABS 2023;$3.650.000;2023.0;7059.0;200.0;https://www.chilemotos.com/moto/50603/;3650000.0;200.0;7059.0;0-200cc;0-10k
Vendo moto corsa n335cc;$2.200.000;2022.0;10000.0;335.0;https://www.chilemotos.com/moto/50640/;2200000.0;335.0;10000.0;201-500cc;0-10k
Vendo Kawasaki versys;$4.800.000;2015.0;74000.0;650.0;https://www.chilemotos.com/moto/50669/;4800000.0;650.0;74000.0;501-1000cc;50k+
Vendo moto por no uso;$1.900.000;2022.0;3020.0;335.0;https://www.chilemotos.com/moto/51253/;1900000.0;335.0;3020.0;201-500cc;0-10k
Regal raptor Pilder 400;$2.800.000;2022.0;6100.0;400.0;https://www.chilemotos.com/moto/50425/;2800000.0;400.0;6100.0;201-500cc;0-10k
Wangye Matrix 150, 2019;$800;2019.0;6500.0;149.0;https://www.chilemotos.com/moto/50427/;800000.0;149.0;6500.0;0-200cc;0-10k
HYOSUNG GD250N EXVID 2016;$2.200.000;2016.0;16860.0;250.0;https://www.chilemotos.com/moto/50465/;2200000.0;250.0;16860.0;201-500cc;10k-30k
HONDA ELITE 125 NUEVA SIN USO;$1.499.955;2021.0;55.0;125.0;https://www.chilemotos.com/moto/50474/;1499955.0;125.0;55.0;0-200cc;0-10k
Vendo Moto Yamaha FZN;$1.300.000;2021.0;45000.0;150.0;https://www.chilemotos.com/moto/50507/;1300000.0;150.0;45000.0;0-200cc;30k-50k
Vendo moto HONDA CB500X;$4.900.000;2017.0;48000.0;500.0;https://www.chilemotos.com/moto/50522/;4900000.0;500.0;48000.0;201-500cc;30k-50k
Motorrad Racer 250RR;$1.500.000;2015.0;2248.0;250.0;https://www.chilemotos.com/moto/50537/;1500000.0;250.0;2248.0;201-500cc;0-10k
Vendo excelente maquina;$6.200.000;2012.0;22998.0;1.0;https://www.chilemotos.com/moto/50295/;6200000.0;1000.0;22998.0;501-1000cc;10k-30k
Triumph Trident 660 2023;$7.000.000;2023.0;8200.0;658.0;https://www.chilemotos.com/moto/50348/;7000000.0;658.0;8200.0;501-1000cc;0-10k
Moto Aprillia SXR 160;$1.500.000;2022.0;100.0;160.0;https://www.chilemotos.com/moto/50360/;1500000.0;160.0;100.0;0-200cc;0-10k
Moto Aprillia SXR 160;$1.500.000;2022.0;100.0;160.0;https://www.chilemotos.com/moto/50363/;1500000.0;160.0;100.0;0-200cc;0-10k
Vendo moto HONDA CB500X;$5.000.000;2017.0;47500.0;500.0;https://www.chilemotos.com/moto/50423/;5000000.0;500.0;47500.0;201-500cc;30k-50k
Honda repsol 190r;$1.250.000;2018.0;22400.0;190.0;https://www.chilemotos.com/moto/50143/;1250000.0;190.0;22400.0;0-200cc;10k-30k
Motocicleta lifan enduro 150;$1.050.000;2023.0;10045.0;150.0;https://www.chilemotos.com/moto/50196/;1050000.0;150.0;10045.0;0-200cc;10k-30k
ktm 390;$5.000.000;2021.0;1202.0;390.0;https://www.chilemotos.com/moto/50265/;5000000.0;390.0;1202.0;201-500cc;0-10k
MOTO HONDA CB1 TUF;$1.200.000;2019.0;490.0;125.0;https://www.chilemotos.com/moto/50276/;1200000.0;125.0;490.0;0-200cc;0-10k
Vendo Moto Yamaha;$1.250.000;2021.0;410000.0;150.0;https://www.chilemotos.com/moto/50293/;1250000.0;150.0;410000.0;0-200cc;50k+
Honda XR 190L;$2.600;2022.0;2900.0;190.0;https://www.chilemotos.com/moto/50068/;2600000.0;190.0;2900.0;0-200cc;0-10k
Moto Honda Xblade 160 año 2022;$1.590.000;2022.0;5800.0;162.0;https://www.chilemotos.com/moto/50079/;1590000.0;162.0;5800.0;0-200cc;0-10k
Aprovechar excelente kawasaki KLR 650 impecable;$3.700.000;2014.0;69999.0;650.0;https://www.chilemotos.com/moto/50083/;3700000.0;650.0;69999.0;501-1000cc;50k+
2016;$950.000;2016.0;48300.0;150.0;https://www.chilemotos.com/moto/50111/;950000.0;150.0;48300.0;0-200cc;30k-50k
Moto Suzuki Scrambler;$2.300.000;2016.0;5980.0;115.0;https://www.chilemotos.com/moto/50119/;2300000.0;115.0;5980.0;0-200cc;0-10k
Vendo Suzuki Vtrom 650cc , año2012;$5.300.000;2012.0;69000.0;650.0;https://www.chilemotos.com/moto/50132/;5300000.0;650.0;69000.0;501-1000cc;50k+
Versys X300 ABS;$5.190.000;2023.0;4500.0;300.0;https://www.chilemotos.com/moto/49953/;5190000.0;300.0;4500.0;201-500cc;0-10k
Suzuki intruder 150;$2.300.000;2022.0;10600.0;150.0;https://www.chilemotos.com/moto/49962/;2300000.0;150.0;10600.0;0-200cc;10k-30k
Vendo moto;$700.000;2019.0;7800.0;125.0;https://www.chilemotos.com/moto/49964/;700000.0;125.0;7800.0;0-200cc;0-10k
Vendo mi honda xr150;$1.500.000;2021.0;8000.0;150.0;https://www.chilemotos.com/moto/49973/;1500000.0;150.0;8000.0;0-200cc;0-10k
Moto scooter;$1.100.000;2023.0;76.0;125.0;https://www.chilemotos.com/moto/50033/;1100000.0;125.0;76.0;0-200cc;0-10k
Se vende moto Pulsar;$1.300.000;2021.0;29000.0;150.0;https://www.chilemotos.com/moto/50038/;1300000.0;150.0;29000.0;0-200cc;10k-30k
SE VENDE KPR200 0KM;$1.990.000;2023.0;0.0;200.0;https://www.chilemotos.com/moto/50065/;1990000.0;200.0;0.0;0-200cc;
Vendo KTM RC 390 2023;$5.450.000;2023.0;1234.0;390.0;https://www.chilemotos.com/moto/49813/;5450000.0;390.0;1234.0;201-500cc;0-10k
2023 Bajaj Dominar;$3.799.997;2023.0;2465.0;400.0;https://www.chilemotos.com/moto/49837/;3799997.0;400.0;2465.0;201-500cc;0-10k
Triumph Trident 660 2022;$6.200.000;2022.0;3520.0;660.0;https://www.chilemotos.com/moto/49845/;6200000.0;660.0;3520.0;501-1000cc;0-10k
Vendo por no uso;$1.400.000;2021.0;7000.0;150.0;https://www.chilemotos.com/moto/49861/;1400000.0;150.0;7000.0;0-200cc;0-10k
Vintage café un mes de uso;$1.100.000;2023.0;1050.0;150.0;https://www.chilemotos.com/moto/49905/;1100000.0;150.0;1050.0;0-200cc;0-10k
Suzuki SV650A 2022;$5.900.000;2022.0;22000.0;650.0;https://www.chilemotos.com/moto/49914/;5900000.0;650.0;22000.0;501-1000cc;10k-30k
CF Moto 150NK;$1.700.000;2021.0;30.0;150.0;https://www.chilemotos.com/moto/49930/;1700000.0;150.0;30.0;0-200cc;0-10k
Yamaha Fzn 150;$1.500.000;2022.0;22000.0;150.0;https://www.chilemotos.com/moto/49729/;1500000.0;150.0;22000.0;0-200cc;10k-30k
Moto Honda XR 150;$1.600.000;2021.0;9700.0;149.0;https://www.chilemotos.com/moto/49763/;1600000.0;149.0;9700.0;0-200cc;0-10k
KAWASAKI KXF 450;$4.390.000;2018.0;0.0;450.0;https://www.chilemotos.com/moto/49771/;4390000.0;450.0;0.0;201-500cc;
Kawasaki KX 450 – Perfecto estado;$4.350.000;2017.0;0.0;450.0;https://www.chilemotos.com/moto/49779/;4350000.0;450.0;0.0;201-500cc;
VENDO SUSUKI GSX-R 2023 150CC;$2.700.000;2023.0;6800.0;150.0;https://www.chilemotos.com/moto/49795/;2700000.0;150.0;6800.0;0-200cc;0-10k
VENDO HONDA XRE 300;$4.200.000;2020.0;2600.0;300.0;https://www.chilemotos.com/moto/49806/;4200000.0;300.0;2600.0;201-500cc;0-10k
KTM RC 390 2023;$5.400.000;2023.0;1234.0;390.0;https://www.chilemotos.com/moto/49808/;5400000.0;390.0;1234.0;201-500cc;0-10k
Moto Honda XR 150;$1.600.000;2021.0;279.0;150.0;https://www.chilemotos.com/moto/49645/;1600000.0;150.0;279.0;0-200cc;0-10k
Motos Honda 150XR;$1.600.000;2021.0;9700.0;149.0;https://www.chilemotos.com/moto/49650/;1600000.0;149.0;9700.0;0-200cc;0-10k
MOTO HONDA XR 150;$1.599.999;2021.0;9699.0;149.0;https://www.chilemotos.com/moto/49660/;1599999.0;149.0;9699.0;0-200cc;0-10k
Moto Honda XR 150;$1.599.999;2021.0;9700.0;149.0;https://www.chilemotos.com/moto/49663/;1599999.0;149.0;9700.0;0-200cc;0-10k
CF NK400;$3.200.000;2022.0;7000.0;400.0;https://www.chilemotos.com/moto/49686/;3200000.0;400.0;7000.0;201-500cc;0-10k
Oferton;$3.200.000;2022.0;7000.0;400.0;https://www.chilemotos.com/moto/49689/;3200000.0;400.0;7000.0;201-500cc;0-10k
Honda Xr150l 2018;$1.500.000;2018.0;3740.0;150.0;https://www.chilemotos.com/moto/49715/;1500000.0;150.0;3740.0;0-200cc;0-10k
2 MOTOS HONDA XR 150;$1.600.000;2021.0;283.0;147.0;https://www.chilemotos.com/moto/49609/;1600000.0;147.0;283.0;0-200cc;0-10k
MOTOS HONDA XR 150;$1.600.000;2021.0;283.0;150.0;https://www.chilemotos.com/moto/49613/;1600000.0;150.0;283.0;0-200cc;0-10k
MOTOS HONDA XR 150;$1.600.000;2021.0;277.0;150.0;https://www.chilemotos.com/moto/49616/;1600000.0;150.0;277.0;0-200cc;0-10k
MOTOS HONDA XR 150;$1.600.000;2021.0;280.0;150.0;https://www.chilemotos.com/moto/49623/;1600000.0;150.0;280.0;0-200cc;0-10k
MOTO HONDA XR 150;$1.600.000;2021.0;280.0;150.0;https://www.chilemotos.com/moto/49626/;1600000.0;150.0;280.0;0-200cc;0-10k
Moto Honda XR150;$1.600.000;2021.0;280.0;150.0;https://www.chilemotos.com/moto/49629/;1600000.0;150.0;280.0;0-200cc;0-10k
Moto Honda XR 150;$1.600.000;2021.0;279.0;150.0;https://www.chilemotos.com/moto/49635/;1600000.0;150.0;279.0;0-200cc;0-10k
Honda twister 2022 con 1230 km;$1.350.000;2022.0;1236.0;125.0;https://www.chilemotos.com/moto/49496/;1350000.0;125.0;1236.0;0-200cc;0-10k
Honda twister 2022 con 1230 km;$1.350.000;2022.0;1232.0;125.0;https://www.chilemotos.com/moto/49498/;1350000.0;125.0;1232.0;0-200cc;0-10k
SUZUKI gsxs 750;$8.600.000;2020.0;32000.0;750.0;https://www.chilemotos.com/moto/49550/;8600000.0;750.0;32000.0;501-1000cc;30k-50k
honda transalp xlv 650;$4.000.000;2008.0;58500.0;650.0;https://www.chilemotos.com/moto/49557/;4000000.0;650.0;58500.0;501-1000cc;50k+
Moto Zontes T310 T2 Adventure;$3.300.000;2020.0;29.0;310.0;https://www.chilemotos.com/moto/49587/;3300000.0;310.0;29.0;201-500cc;0-10k
Vendo moto fz25 año 2023;$2.900.000;2023.0;7222.0;250.0;https://www.chilemotos.com/moto/49600/;2900000.0;250.0;7222.0;201-500cc;0-10k
Me venden;$7;2016.0;42142.0;800.0;https://www.chilemotos.com/moto/49452/;7000000.0;800.0;42142.0;501-1000cc;30k-50k
Honda Xblade 160 2022;$1.500.000;2022.0;8000.0;160.0;https://www.chilemotos.com/moto/49453/;1500000.0;160.0;8000.0;0-200cc;0-10k
Vespa LX 150 3v ie Touring 2014;$3.000.000;2014.0;3900.0;150.0;https://www.chilemotos.com/moto/49467/;3000000.0;150.0;3900.0;0-200cc;0-10k
Matorrad MT 25;$1.250.000;2022.0;8039.0;250.0;https://www.chilemotos.com/moto/49487/;1250000.0;250.0;8039.0;201-500cc;0-10k
Pulsar NS160 Bajaj;$2.099.998;2020.0;6179.0;160.0;https://www.chilemotos.com/moto/49490/;2099998.0;160.0;6179.0;0-200cc;0-10k
Honda twister 2022 con 1230 km;$1.350.000;2022.0;1232.0;125.0;https://www.chilemotos.com/moto/49493/;1350000.0;125.0;1232.0;0-200cc;0-10k
Xr190l;$1.500.000;2021.0;310000.0;190.0;https://www.chilemotos.com/moto/49302/;1500000.0;190.0;310000.0;0-200cc;50k+
Vendo bajaj pulsar ns200;$1.700.000;2021.0;13327.0;200.0;https://www.chilemotos.com/moto/49310/;1700000.0;200.0;13327.0;0-200cc;10k-30k
Suzuki Gixxer 150cc.;$2.200.000;2022.0;8900.0;150.0;https://www.chilemotos.com/moto/49339/;2200000.0;150.0;8900.0;0-200cc;0-10k
Oferta Suzuki Gixxer 150cc;$1.850.000;2022.0;8900.0;150.0;https://www.chilemotos.com/moto/49343/;1850000.0;150.0;8900.0;0-200cc;0-10k
BENELLI TNT 250 cc;$1.550.000;2016.0;21800.0;250.0;https://www.chilemotos.com/moto/49369/;1550000.0;250.0;21800.0;201-500cc;10k-30k
Se vende ktm duke250;$3.200.000;2023.0;1900.0;250.0;https://www.chilemotos.com/moto/49419/;3200000.0;250.0;1900.0;201-500cc;0-10k
honda cb500xa 2018;$5.500.000;2018.0;19420.0;500.0;https://www.chilemotos.com/moto/49441/;5500000.0;500.0;19420.0;201-500cc;10k-30k
Euromot vintage cafe;$1.000.000;2021.0;7200.0;150.0;https://www.chilemotos.com/moto/49197/;1000000.0;150.0;7200.0;0-200cc;0-10k
Yamaha r15v3;$2.200.000;2022.0;7000.0;155.0;https://www.chilemotos.com/moto/49218/;2200000.0;155.0;7000.0;0-200cc;0-10k
Honda Nc750x 2022 16.000km;$7.900.000;2022.0;16100.0;750.0;https://www.chilemotos.com/moto/49233/;7900000.0;750.0;16100.0;501-1000cc;10k-30k
Yamaha XT 600 E;$4.250.000;2003.0;55999.0;599.0;https://www.chilemotos.com/moto/49234/;4250000.0;599.0;55999.0;501-1000cc;50k+
Dominar 250;$2.500.000;2021.0;25000.0;250.0;https://www.chilemotos.com/moto/49245/;2500000.0;250.0;25000.0;201-500cc;10k-30k
KTM DUKE 250/ 2022 Nueva de fabrica.;$3.500.000;2022.0;3.0;250.0;https://www.chilemotos.com/moto/49254/;3500000.0;250.0;3.0;201-500cc;0-10k
Lifan Sienna 150cc;$1.200.000;2020.0;3100.0;150.0;https://www.chilemotos.com/moto/49279/;1200000.0;150.0;3100.0;0-200cc;0-10k
Euromot Rex 150 2023 160 kilometros;$850.000;2022.0;160.0;150.0;https://www.chilemotos.com/moto/49055/;850000.0;150.0;160.0;0-200cc;0-10k
Moto Zongshen Rapid 125;$850.000;2019.0;40.0;125.0;https://www.chilemotos.com/moto/49056/;850000.0;125.0;40.0;0-200cc;0-10k
Honda twister 2022 con 1230 km;$1.450.000;2022.0;1235.0;125.0;https://www.chilemotos.com/moto/49063/;1450000.0;125.0;1235.0;0-200cc;0-10k
Yamaha fzn 150;$1.700.000;2022.0;5450.0;150.0;https://www.chilemotos.com/moto/49086/;1700000.0;150.0;5450.0;0-200cc;0-10k
Vendo moto;$2.000.000;2021.0;19397.0;150.0;https://www.chilemotos.com/moto/49107/;2000000.0;150.0;19397.0;0-200cc;10k-30k
Moto Scooter Honda New Elite 125;$1.600.000;2022.0;52.0;124.0;https://www.chilemotos.com/moto/49113/;1600000.0;124.0;52.0;0-200cc;0-10k
Loncin Lx250GY-3f enduro. Solo 486 klm.;$1.200.000;2023.0;486.0;250.0;https://www.chilemotos.com/moto/49140/;1200000.0;250.0;486.0;201-500cc;0-10k
Se vende moto KTM Duke 250 año 2021;$1.700.000;2021.0;12124.0;250.0;https://www.chilemotos.com/moto/48931/;1700000.0;250.0;12124.0;201-500cc;10k-30k
Honda Crossrunner;$6.100.000;2012.0;43000.0;800.0;https://www.chilemotos.com/moto/48961/;6100000.0;800.0;43000.0;501-1000cc;30k-50k
Se vende moto takazaki;$800;2023.0;7640.0;150.0;https://www.chilemotos.com/moto/48980/;800000.0;150.0;7640.0;0-200cc;0-10k
Moto Honda Crf450r;$4.300.000;2016.0;0.0;4.5;https://www.chilemotos.com/moto/49024/;4300000.0;4500.0;0.0;1000cc+;
Yamaha R15 2015;$1.850.000;2014.0;22000.0;149.0;https://www.chilemotos.com/moto/49028/;1850000.0;149.0;22000.0;0-200cc;10k-30k
BMW GS F800 Adventure;$11.000.000;2018.0;24000.0;800.0;https://www.chilemotos.com/moto/48754/;11000000.0;800.0;24000.0;501-1000cc;10k-30k
Vendo Pulsar N250;$2.650.000;2023.0;967.0;250.0;https://www.chilemotos.com/moto/48757/;2650000.0;250.0;967.0;201-500cc;0-10k
Moto Honda;$1.400.000;2021.0;861.0;125.0;https://www.chilemotos.com/moto/48770/;1400000.0;125.0;861.0;0-200cc;0-10k
Yamaha FZN-150 2022;$1.650.000;2021.0;4500.0;148.0;https://www.chilemotos.com/moto/48806/;1650000.0;148.0;4500.0;0-200cc;0-10k
Susuki Gixxer SF;$2.600.000;2023.0;1700.0;155.0;https://www.chilemotos.com/moto/48821/;2600000.0;155.0;1700.0;0-200cc;0-10k
KTM DUKE 250;$2.800.000;2022.0;4500.0;250.0;https://www.chilemotos.com/moto/48835/;2800000.0;250.0;4500.0;201-500cc;0-10k
Mt10 2017;$9.150.000;2017.0;70000.0;1.0;https://www.chilemotos.com/moto/48857/;9150000.0;1000.0;70000.0;501-1000cc;50k+
Vendo moto de nieve;$9.000.000;2011.0;68.0;800.0;https://www.chilemotos.com/moto/48610/;9000000.0;800.0;68.0;501-1000cc;0-10k
Venta Moto Haojue KA;$1.000.000;2022.0;4377.0;149.0;https://www.chilemotos.com/moto/48612/;1000000.0;149.0;4377.0;0-200cc;0-10k
kawasaki ninja 250;$2.100.000;2009.0;0.0;250.0;https://www.chilemotos.com/moto/48679/;2100000.0;250.0;0.0;201-500cc;
MT03A año 2022;$4.599.000;2022.0;8000.0;321.0;https://www.chilemotos.com/moto/48713/;4599000.0;321.0;8000.0;201-500cc;0-10k
Vendo moto;$1.150.000;2022.0;3100.0;125.0;https://www.chilemotos.com/moto/48723/;1150000.0;125.0;3100.0;0-200cc;0-10k
Honda xr 150 2016;$1.300.000;2016.0;10696.0;150.0;https://www.chilemotos.com/moto/48448/;1300000.0;150.0;10696.0;0-200cc;10k-30k
Vendo por renovación;$1.800.000;2021.0;33.0;190.0;https://www.chilemotos.com/moto/48483/;1800000.0;190.0;33.0;0-200cc;0-10k
BMW GS310 2019;$4;2019.0;44000.0;313.0;https://www.chilemotos.com/moto/48491/;4000000.0;313.0;44000.0;201-500cc;30k-50k
Haojue NK 150;$1.200.000;2021.0;9500.0;150.0;https://www.chilemotos.com/moto/48493/;1200000.0;150.0;9500.0;0-200cc;0-10k
moto zongshen rx3;$3.000.000;2019.0;15580.0;250.0;https://www.chilemotos.com/moto/48526/;3000000.0;250.0;15580.0;201-500cc;10k-30k
Moto motorrad 2023;$1.800.000;2023.0;1112.0;150.0;https://www.chilemotos.com/moto/48185/;1800000.0;150.0;1112.0;0-200cc;0-10k
Moto BMW F 700 GS motor 800 cc año 2018 impecable;$8.000.000;2018.0;50000.0;800.0;https://www.chilemotos.com/moto/48308/;8000000.0;800.0;50000.0;501-1000cc;30k-50k
KAWASAKI BRUTE FORCE 300;$4.900.000;2021.0;270.0;300.0;https://www.chilemotos.com/moto/48335/;4900000.0;300.0;270.0;201-500cc;0-10k
TVS RTR 200 FI 4V 2022;$2.000.000;2022.0;160.0;198.0;https://www.chilemotos.com/moto/48352/;2000000.0;198.0;160.0;0-200cc;0-10k
Moto Lifan tb125;$650.000;2020.0;17500.0;125.0;https://www.chilemotos.com/moto/48420/;650000.0;125.0;17500.0;0-200cc;10k-30k
KTM Duke 250 2018;$2.550.000;2017.0;8550.0;250.0;https://www.chilemotos.com/moto/47964/;2550000.0;250.0;8550.0;201-500cc;0-10k
YAMAHA R3A 2022;$4.900.000;2022.0;8900.0;321.0;https://www.chilemotos.com/moto/47974/;4900000.0;321.0;8900.0;201-500cc;0-10k
Moto de agua;$4.890.000;2000.0;0.0;1.2;https://www.chilemotos.com/moto/47976/;4890000.0;1200.0;0.0;1000cc+;
Voge 300ds;$3.000.000;2021.0;7000.0;300.0;https://www.chilemotos.com/moto/48110/;3000000.0;300.0;7000.0;201-500cc;0-10k
YAMAHA MT 03 2018 2.000 KM;$4.100.000;2018.0;2380.0;321.0;https://www.chilemotos.com/moto/48163/;4100000.0;321.0;2380.0;201-500cc;0-10k
2021 Lifan kpt 200;$2.100.000;2021.0;8600.0;200.0;https://www.chilemotos.com/moto/48168/;2100000.0;200.0;8600.0;0-200cc;0-10k
Suzuki Vstrom 1000;$7.800.000;2016.0;68900.0;1.0;https://www.chilemotos.com/moto/47898/;7800000.0;1000.0;68900.0;501-1000cc;50k+
Muy poco uso;$1.800.000;2023.0;500.0;190.0;https://www.chilemotos.com/moto/47924/;1800000.0;190.0;500.0;0-200cc;0-10k
